"Year","Week","Date & Time","Favorite","Line","Underdog","Total","Game_Type"
"2010","14","12/12 1:00 ET","Atlanta","-7.5","At Carolina","41.5","reg"
"2010","14","12/12 1:00 ET","Tampa Bay","-1.5","At Washington","41","reg"
"2010","14","12/12 4:05 ET","At New Orleans","-9.5","St. Louis","47","reg"
"2010","14","12/12 4:05 ET","At San Francisco","-4.5","Seattle","42.5","reg"
"2010","14","12/12 4:15 ET","At NY Jets","-5","Miami","37.5","reg"
"2010","14","12/12 4:15 ET","Denver","-4","At Arizona","44.5","reg"
"2010","14","12/12 4:15 ET","At San Diego","-10","Kansas City","45.5","reg"
"2010","14","12/12 8:20 ET","Philadelphia","-4.5","At Dallas","51","reg"
"2010","14","12/13 8:35 ET","Baltimore","-3","At Houston","46.5","reg"
"2010","14","12/13 7:20 ET","NY Giants","-5","At Minnesota(Ford Field)","43.5","reg"
"2009","14","12/10 8:20 ET","Pittsburgh","-9.5","At Cleveland","34","reg"
"2009","14","12/13 1:00 ET","At Indianapolis","-6.5","Denver","43.5","reg"
"2009","14","12/13 1:00 ET","At Minnesota","-6","Cincinnati","42.5","reg"
"2009","14","12/13 1:00 ET","NY Jets","-3.5","At Tampa Bay","36.5","reg"
"2009","14","12/13 1:00 ET","Buffalo","-2.5","At Kansas City","38","reg"
"2009","14","12/13 1:00 ET","Green Bay","-4","At Chicago","41.5","reg"
"2009","14","12/13 1:00 ET","New Orleans","-10","At Atlanta","50","reg"
"2009","14","12/13 1:00 ET","At Baltimore","-14","Detroit","40","reg"
"2009","14","12/13 1:00 ET","At Jacksonville","-2","Miami","43","reg"
"2009","14","12/13 1:00 ET","At New England","-12.5","Carolina","43.5","reg"
"2009","14","12/13 1:00 ET","At Houston","-7","Seattle","44.5","reg"
"2009","14","12/13 4:05 ET","At Tennessee","-14","St. Louis","40","reg"
"2009","14","12/13 4:05 ET","Washington","-2","At Oakland","37.5","reg"
"2009","14","12/13 4:15 ET","At Dallas","-3.5","San Diego","49","reg"
"2009","14","12/13 8:20 ET","Philadelphia","-1","At NY Giants","43","reg"
"2009","14","12/14 8:35 ET","Arizona","-4","At San Francisco","45","reg"
"2008","14","12/4 8:15 ET","At San Diego","-9.5","Oakland","41","reg"
"2008","14","12/7 1:00 ET","At Indianapolis","-13.5","Cincinnati","41.5","reg"
"2008","14","12/7 1:00 ET","At Chicago","-6.5","Jacksonville","40","reg"
"2008","14","12/7 1:00 ET","At Green Bay","-7","Houston","47.5","reg"
"2008","14","12/7 1:00 ET","At Tennessee","-14","Cleveland","37","reg"
"2008","14","12/7 1:00 ET","Minnesota","-10.5","At Detroit","45","reg"
"2008","14","12/7 8:15 ET","At Baltimore","-6.5","Washington","35","reg"
"2008","14","12/7 1:00 ET","At NY Giants","-6.5","Philadelphia","40.5","reg"
"2008","14","12/7 1:00 ET","At New Orleans","-3","Atlanta","52","reg"
"2008","14","12/7 4:05 ET","NY Jets","-4.5","At San Francisco","45","reg"
"2008","14","12/7 4:05 ET","At Buffalo(Toronto)","-1.5","Miami","42.5","reg"
"2008","14","12/7 4:05 ET","At Denver","-9","Kansas City","49","reg"
"2008","14","12/7 4:15 ET","At Arizona","-15","St. Louis","48.5","reg"
"2008","14","12/7 4:15 ET","At Pittsburgh","-4","Dallas","38.5","reg"
"2008","14","12/7 4:05 ET","New England","-7","At Seattle","42.5","reg"
"2008","14","12/8 8:35 ET","At Carolina","-3","Tampa Bay","40","reg"
"2007","14","12/6 8:15 ET","At Washington","-3","Chicago","39.5","reg"
"2007","14","12/9 1:00 ET","At Jacksonville","-11","Carolina","39","reg"
"2007","14","12/9 1:00 ET","Dallas","-10.5","At Detroit","51","reg"
"2007","14","12/9 1:00 ET","At Buffalo","-7","Miami","34.5","reg"
"2007","14","12/9 1:00 ET","At Philadelphia","-3","NY Giants","42","reg"
"2007","14","12/9 1:00 ET","At Green Bay","-10.5","Oakland","40.5","reg"
"2007","14","12/9 4:15 ET","At New England","-11","Pittsburgh","49","reg"
"2007","14","12/9 1:00 ET","San Diego","-1.5","At Tennessee","40","reg"
"2007","14","12/9 1:00 ET","At Cincinnati","-10","St. Louis","45.5","reg"
"2007","14","12/9 1:00 ET","Tampa Bay","-3","At Houston","40","reg"
"2007","14","12/9 4:05 ET","At Seattle","-7.5","Arizona","44.5","reg"
"2007","14","12/9 4:05 ET","Minnesota","-8.5","At San Francisco","39","reg"
"2007","14","12/9 4:15 ET","Cleveland","-3.5","At NY Jets","47.5","reg"
"2007","14","12/9 4:15 ET","At Denver","-7.5","Kansas City","37.5","reg"
"2007","14","12/9 8:15 ET","Indianapolis","-8.5","At Baltimore","42","reg"
"2007","14","12/10 8:30 ET","New Orleans","-4","At Atlanta","44","reg"
"2006","14","12/7 8:00 ET","At Pittsburgh","-7","Cleveland","34","reg"
"2006","14","12/10 1:00 ET","At Kansas City","-3","Baltimore","37","reg"
"2006","14","12/10 1:00 ET","Atlanta","-3.5","At Tampa Bay","37.5","reg"
"2006","14","12/10 1:00 ET","At Detroit","-1.5","Minnesota","40","reg"
"2006","14","12/10 1:00 ET","At Houston","-1","Tennessee","42.5","reg"
"2006","14","12/10 1:00 ET","NY Giants","-3","At Carolina","39","reg"
"2006","14","12/10 8:15 ET","At Dallas","-7.5","New Orleans","47.5","reg"
"2006","14","12/10 4:15 ET","At NY Jets","-4.5","Buffalo","37.5","reg"
"2006","14","12/10 1:00 ET","Indianapolis","-1","At Jacksonville","44","reg"
"2006","14","12/10 1:00 ET","Philadelphia","-2","At Washington","40.5","reg"
"2006","14","12/10 1:00 ET","At Cincinnati","-11","Oakland","40","reg"
"2006","14","12/10 1:00 ET","New England","-3.5","At Miami","37","reg"
"2006","14","12/10 4:05 ET","At San Francisco","-4","Green Bay","44","reg"
"2006","14","12/10 4:05 ET","Seattle","-3","At Arizona","44.5","reg"
"2006","14","12/10 4:15 ET","At San Diego","-7.5","Denver","41","reg"
"2006","14","12/11 8:30 ET","Chicago","-6","At St. Louis","41.5","reg"
"2016","15","12/12 8:30 ET","At New England","-6","Baltimore","45.5","reg"
"2016","15","12/15 8:25 ET","At Seattle","-15.5","Los Angeles","39.5","reg"
"2016","15","12/17 8:25 ET","Miami","-2.5","At NY Jets","39.5","reg"
"2016","15","12/18 8:30 ET","At Dallas","-7","Tampa Bay","47.5","reg"
"2016","15","12/18 1:00 ET","At NY Giants","-4","Detroit","42","reg"
"2016","15","12/18 1:00 ET","At Baltimore","-5","Philadelphia","41","reg"
"2016","15","12/18 1:00 ET","Green Bay","-4.5","At Chicago","40.5","reg"
"2016","15","12/18 1:00 ET","At Minnesota","-5","Indianapolis","45","reg"
"2016","15","12/18 1:00 ET","At Buffalo","-10.5","Cleveland","43","reg"
"2016","15","12/18 1:00 ET","At Kansas City","-6","Tennessee","43","reg"
"2016","15","12/18 1:00 ET","At Houston","-3.5","Jacksonville","39.5","reg"
"2016","15","12/18 4:05 ET","At Arizona","-3","New Orleans","48","reg"
"2016","15","12/18 4:05 ET","At Atlanta","-13.5","San Francisco","51.5","reg"
"2016","15","12/18 4:25 ET","New England","-3","At Denver","43.5","reg"
"2016","15","12/18 4:25 ET","Oakland","-2.5","At San Diego","50","reg"
"2016","15","12/18 1:00 ET","Pittsburgh","-3","At Cincinnati","46","reg"
"2016","15","12/19 8:30 ET","At Washington","-7","Carolina","51","reg"
"2015","15","12/17 8:25 ET","At St. Louis","-1","Tampa Bay","41","reg"
"2015","15","12/19 8:25 ET","NY Jets","-3.5","At Dallas","41","reg"
"2015","15","12/20 1:00 ET","At Minnesota","-4","Chicago","44","reg"
"2015","15","12/20 1:00 ET","At Jacksonville","-2","Atlanta","48","reg"
"2015","15","12/20 1:00 ET","At Indianapolis","-2","Houston","41.5","reg"
"2015","15","12/20 1:00 ET","Kansas City","-6.5","At Baltimore","41","reg"
"2015","15","12/20 1:00 ET","Buffalo","-2","At Washington","46","reg"
"2015","15","12/20 1:00 ET","At New England","-14.5","Tennessee","48","reg"
"2015","15","12/20 8:30 ET","Arizona","-4","At Philadelphia","51.5","reg"
"2015","15","12/20 1:00 ET","Carolina","-5","At NY Giants","46.5","reg"
"2015","15","12/20 4:05 ET","At Seattle","-14.5","Cleveland","45.5","reg"
"2015","15","12/20 4:05 ET","Green Bay","-4","At Oakland","47","reg"
"2015","15","12/20 4:25 ET","At San Diego","-1","Miami","47","reg"
"2015","15","12/20 4:25 ET","At Pittsburgh","-7.5","Denver","45.5","reg"
"2015","15","12/20 4:25 ET","Cincinnati","-6.5","At San Francisco","41","reg"
"2015","15","12/21 8:30 ET","At New Orleans","-2.5","Detroit","52","reg"
"2014","15","12/11 8:25 ET","At St. Louis","-6","Arizona","40.5","reg"
"2014","15","12/14 1:00 ET","At Kansas City","-11","Oakland","41.5","reg"
"2014","15","12/14 1:00 ET","At Baltimore","-14","Jacksonville","44.5","reg"
"2014","15","12/14 1:00 ET","Pittsburgh","-3","At Atlanta","55.5","reg"
"2014","15","12/14 1:00 ET","At Indianapolis","-7","Houston","49","reg"
"2014","15","12/14 1:00 ET","At Cleveland","-2","Cincinnati","43.5","reg"
"2014","15","12/14 1:00 ET","At New England","-9","Miami","48","reg"
"2014","15","12/14 1:00 ET","At Carolina","-3.5","Tampa Bay","41.5","reg"
"2014","15","12/14 1:00 ET","At NY Giants","-7","Washington","46.5","reg"
"2014","15","12/14 1:00 ET","Green Bay","-3.5","At Buffalo","50","reg"
"2014","15","12/14 4:25 ET","At Detroit","-8","Minnesota","42","reg"
"2014","15","12/14 4:05 ET","NY Jets","-3","At Tennessee","41.5","reg"
"2014","15","12/14 4:05 ET","Denver","-4","At San Diego","49.5","reg"
"2014","15","12/14 4:25 ET","At Seattle","-9.5","San Francisco","38.5","reg"
"2014","15","12/14 8:30 ET","At Philadelphia","-3.5","Dallas","55","reg"
"2014","15","12/15 8:30 ET","New Orleans","-3.5","At Chicago","53.5","reg"
"2013","15","12/12 8:25 ET","At Denver","-10","San Diego","57.5","reg"
"2013","15","12/15 1:00 ET","At Atlanta","-5.5","Washington","49.5","reg"
"2013","15","12/15 1:00 ET","San Francisco","-5","At Tampa Bay","41","reg"
"2013","15","12/15 4:25 ET","Arizona","-3","At Tennessee","43","reg"
"2013","15","12/15 4:25 ET","New Orleans","-7","At St. Louis","48","reg"
"2013","15","12/15 1:00 ET","Seattle","-9","At NY Giants","43","reg"
"2013","15","12/15 1:00 ET","Chicago","-1","At Cleveland","44","reg"
"2013","15","12/15 1:00 ET","At Indianapolis","-6","Houston","47","reg"
"2013","15","12/15 1:00 ET","Buffalo","-4","At Jacksonville","43.5","reg"
"2013","15","12/15 1:00 ET","At Miami","-2.5","New England","47","reg"
"2013","15","12/15 1:00 ET","Philadelphia","-6.5","At Minnesota","53","reg"
"2013","15","12/15 4:05 ET","At Carolina","-10","NY Jets","40.5","reg"
"2013","15","12/15 4:05 ET","Kansas City","-6.5","At Oakland","44.5","reg"
"2013","15","12/15 4:25 ET","At Dallas","-5.5","Green Bay","50","reg"
"2013","15","12/15 8:30 ET","Cincinnati","-2","At Pittsburgh","44.5","reg"
"2013","15","12/16 8:40 ET","At Detroit","-5","Baltimore","49.5","reg"
"2012","15","12/13 8:25 ET","Cincinnati","-5","At Philadelphia","45","reg"
"2012","15","12/16 1:00 ET","Green Bay","-3","At Chicago","43.5","reg"
"2012","15","12/16 1:00 ET","At Atlanta","-1","NY Giants","50","reg"
"2012","15","12/16 1:00 ET","At New Orleans","-3.5","Tampa Bay","55","reg"
"2012","15","12/16 1:00 ET","At St. Louis","-2.5","Minnesota","39.5","reg"
"2012","15","12/16 1:00 ET","At Cleveland","-4","Washington","40.5","reg"
"2012","15","12/16 1:00 ET","At Miami","-7.5","Jacksonville","38.5","reg"
"2012","15","12/16 1:00 ET","Denver","-3","At Baltimore","48","reg"
"2012","15","12/16 1:00 ET","At Houston","-10.5","Indianapolis","48","reg"
"2012","15","12/16 4:05 ET","At San Diego","-3","Carolina","45.5","reg"
"2012","15","12/16 4:05 ET","Seattle","-4.5","At Buffalo","44","reg"
"2012","15","12/16 4:05 ET","Detroit","-5.5","At Arizona","43.5","reg"
"2012","15","12/16 4:25 ET","Pittsburgh","-2","At Dallas","46","reg"
"2012","15","12/16 4:25 ET","At Oakland","-4","Kansas City","43.5","reg"
"2012","15","12/16 8:30 ET","At New England","-4","San Francisco","47.5","reg"
"2012","15","12/17 8:40 ET","NY Jets","-1","At Tennessee","40.5","reg"
"2011","15","12/15 8:25 ET","At Atlanta","-13.5","Jacksonville","41.5","reg"
"2011","15","12/17 8:20 ET","Dallas","-7.5","At Tampa Bay","47","reg"
"2011","15","12/18 1:00 ET","At NY Giants","-6.5","Washington","45.5","reg"
"2011","15","12/18 1:00 ET","Green Bay","-11.5","At Kansas City","46","reg"
"2011","15","12/18 1:00 ET","New Orleans","-7","At Minnesota","53.5","reg"
"2011","15","12/18 1:00 ET","At Chicago","-3.5","Seattle","35","reg"
"2011","15","12/18 1:00 ET","At Buffalo","PK","Miami","42.5","reg"
"2011","15","12/18 1:00 ET","At Houston","-5","Carolina","45","reg"
"2011","15","12/18 1:00 ET","Tennessee","-6.5","At Indianapolis","41.5","reg"
"2011","15","12/18 1:00 ET","Cincinnati","-7","At St. Louis","39","reg"
"2011","15","12/18 4:05 ET","Detroit","-3","At Oakland","47.5","reg"
"2011","15","12/18 4:15 ET","New England","-7","At Denver","47.5","reg"
"2011","15","12/18 4:15 ET","At Philadelphia","-3","NY Jets","44","reg"
"2011","15","12/18 4:15 ET","At Arizona","-6","Cleveland","37","reg"
"2011","15","12/18 8:30 ET","Baltimore","-1","At San Diego","45","reg"
"2011","15","12/19 8:35 ET","At San Francisco","-3","Pittsburgh","37","reg"
"2010","15","12/16 8:20 ET","At San Diego","-10","San Francisco","44.5","reg"
"2010","15","12/19 1:00 ET","At St. Louis","-3","Kansas City","42.5","reg"
"2010","15","12/19 1:00 ET","At Tennessee","-1.5","Houston","47","reg"
"2010","15","12/19 1:00 ET","At Indianapolis","-4.5","Jacksonville","48","reg"
"2010","15","12/19 1:00 ET","At Carolina","-2.5","Arizona","37.5","reg"
"2010","15","12/19 1:00 ET","At Cincinnati","PK","Cleveland","41.5","reg"
"2010","15","12/19 1:00 ET","At Miami","-5.5","Buffalo","40","reg"
"2010","15","12/19 1:00 ET","At NY Giants","-3","Philadelphia","47","reg"
"2010","15","12/19 1:00 ET","At Dallas","-9.5","Washington","44","reg"
"2010","15","12/19 1:00 ET","At Tampa Bay","-4","Detroit","43","reg"
"2010","15","12/19 1:00 ET","At Baltimore","-2","New Orleans","45","reg"
"2010","15","12/19 4:05 ET","Atlanta","-5.5","At Seattle","46.5","reg"
"2010","15","12/19 4:15 ET","At Pittsburgh","-3.5","NY Jets","36","reg"
"2010","15","12/19 4:15 ET","At Oakland","-8","Denver","41.5","reg"
"2010","15","12/19 8:20 ET","At New England","-14.5","Green Bay","43.5","reg"
"2010","15","12/20 8:35 ET","Chicago","-5.5","At Minnesota
(TCF Bank Stadium)size=-1>","34.5","reg"
"2009","15","12/17 8:20 ET","Indianapolis","-3","At Jacksonville","43","reg"
"2009","15","12/19 8:20 ET","At New Orleans","-7.5","Dallas","53.5","reg"
"2009","15","12/20 4:15 ET","At Pittsburgh","-3","Green Bay","42","reg"
"2009","15","12/20 1:00 ET","At Tennessee","-5","Miami","43","reg"
"2009","15","12/20 1:00 ET","New England","-7","At Buffalo","41","reg"
"2009","15","12/20 1:00 ET","Arizona","-14","At Detroit","47","reg"
"2009","15","12/20 4:15 ET","At Philadelphia","-7.5","San Francisco","41","reg"
"2009","15","12/20 1:00 ET","At NY Jets","-5.5","Atlanta","36","reg"
"2009","15","12/20 4:15 ET","At Baltimore","-11","Chicago","39.5","reg"
"2009","15","12/20 1:00 ET","At Kansas City","-2.5","Cleveland","38.5","reg"
"2009","15","12/20 1:00 ET","Houston","-14","At St. Louis","43.5","reg"
"2009","15","12/20 4:05 ET","At San Diego","-7","Cincinnati","44","reg"
"2009","15","12/20 4:05 ET","At Denver","-14","Oakland","37","reg"
"2009","15","12/20 4:15 ET","At Seattle","-6.5","Tampa Bay","39","reg"
"2009","15","12/20 8:20 ET","Minnesota","-8.5","At Carolina","42.5","reg"
"2009","15","12/21 8:35 ET","NY Giants","-3","At Washington","44","reg"
"2008","15","12/11 8:15 ET","At Chicago","-3","New Orleans","46","reg"
"2008","15","12/14 1:00 ET","Green Bay","-3","At Jacksonville","46","reg"
"2008","15","12/14 1:00 ET","At Indianapolis","-17","Detroit","45","reg"
"2008","15","12/14 1:00 ET","Washington","-6.5","At Cincinnati","36.5","reg"
"2008","15","12/14 1:00 ET","At Atlanta","-5.5","Tampa Bay","43.5","reg"
"2008","15","12/14 1:00 ET","At Miami","-5.5","San Francisco","41","reg"
"2008","15","12/14 1:00 ET","Seattle","-2","At St. Louis","43","reg"
"2008","15","12/14 1:00 ET","At NY Jets","-8","Buffalo","41.5","reg"
"2008","15","12/14 1:00 ET","Tennessee","-3","At Houston","45","reg"
"2008","15","12/14 4:15 ET","At Baltimore","-3","Pittsburgh","34","reg"
"2008","15","12/14 4:15 ET","At Carolina","-8","Denver","48","reg"
"2008","15","12/14 1:00 ET","San Diego","-5.5","At Kansas City","41","reg"
"2008","15","12/14 4:05 ET","At Arizona","-4.5","Minnesota","47","reg"
"2008","15","12/14 4:15 ET","New England","-7","At Oakland","39","reg"
"2008","15","12/14 8:15 ET","At Dallas","-3","NY Giants","46.5","reg"
"2008","15","12/15 8:35 ET","At Philadelphia","-15.5","Cleveland","40","reg"
"2007","15","12/13 8:15 ET","Denver","-2.5","At Houston","47.5","reg"
"2007","15","12/15 8:15 ET","Cincinnati","-9","At San Francisco","42.5","reg"
"2007","15","12/16 1:00 ET","At New Orleans","-4","Arizona","49.5","reg"
"2007","15","12/16 1:00 ET","At Tampa Bay","-13","Atlanta","37.5","reg"
"2007","15","12/16 1:00 ET","Baltimore","-3","At Miami","37","reg"
"2007","15","12/16 1:00 ET","At Cleveland","-4.5","Buffalo","36","reg"
"2007","15","12/16 1:00 ET","Green Bay","-7","At St. Louis","47","reg"
"2007","15","12/16 1:00 ET","At Pittsburgh","-3","Jacksonville","34.5","reg"
"2007","15","12/16 1:00 ET","At New England","-20","NY Jets","41.5","reg"
"2007","15","12/16 1:00 ET","Seattle","-7.5","At Carolina","37","reg"
"2007","15","12/16 1:00 ET","Tennessee","-3.5","At Kansas City","34.5","reg"
"2007","15","12/16 4:05 ET","Indianapolis","-10","At Oakland","45","reg"
"2007","15","12/16 4:15 ET","At San Diego","-9.5","Detroit","46","reg"
"2007","15","12/16 4:15 ET","At Dallas","-10","Philadelphia","49","reg"
"2007","15","12/16 8:15 ET","At NY Giants","-6","Washington","36","reg"
"2007","15","12/17 8:30 ET","At Minnesota","-10.5","Chicago","43.5","reg"
"2006","15","12/14 8:00 ET","At Seattle","-10","San Francisco","37.5","reg"
"2006","15","12/16 8:00 ET","Dallas","-4","At Atlanta","45.5","reg"
"2006","15","12/17 1:00 ET","At Minnesota","-3.5","NY Jets","41","reg"
"2006","15","12/17 1:00 ET","At Baltimore","-12.5","Cleveland","35","reg"
"2006","15","12/17 1:00 ET","At New England","-12.5","Houston","38","reg"
"2006","15","12/17 1:00 ET","At Buffalo","-1","Miami","34","reg"
"2006","15","12/17 1:00 ET","Pittsburgh","-3","At Carolina","39","reg"
"2006","15","12/17 1:00 ET","At New Orleans","-10","Washington","47","reg"
"2006","15","12/17 1:00 ET","Jacksonville","-3.5","At Tennessee","41","reg"
"2006","15","12/17 1:00 ET","At Chicago","-13.5","Tampa Bay","35","reg"
"2006","15","12/17 4:15 ET","At NY Giants","-5.5","Philadelphia","45.5","reg"
"2006","15","12/17 1:00 ET","At Green Bay","-6","Detroit","45","reg"
"2006","15","12/17 4:05 ET","Denver","-3","At Arizona","43.5","reg"
"2006","15","12/17 8:15 ET","At San Diego","-9","Kansas City","47.5","reg"
"2006","15","12/17 4:15 ET","At Oakland","-3","St. Louis","39","reg"
"2006","15","12/18 8:30 ET","At Indianapolis","-3.5","Cincinnati","54.5","reg"
"2016","16","12/22 8:25 ET","At Philadelphia","-1","NY Giants","42.5","reg"
"2016","16","12/24 1:00 ET","Washington","-3","At Chicago","49","reg"
"2016","16","12/24 1:00 ET","At Buffalo","-4.5","Miami","44","reg"
"2016","16","12/24 4:25 ET","At New Orleans","-3","Tampa Bay","53","reg"
"2016","16","12/24 1:00 ET","Atlanta","-3","At Carolina","49","reg"
"2016","16","12/24 1:00 ET","At Green Bay","-6.5","Minnesota","44.5","reg"
"2016","16","12/24 1:00 ET","At New England","-17","NY Jets","45","reg"
"2016","16","12/24 1:00 ET","Tennessee","-4.5","At Jacksonville","44","reg"
"2016","16","12/24 1:00 ET","San Diego","-4.5","At Cleveland","45.5","reg"
"2016","16","12/24 4:05 ET","At Oakland","-3.5","Indianapolis","52.5","reg"
"2016","16","12/24 4:25 ET","At Los Angeles","-6","San Francisco","39.5","reg"
"2016","16","12/24 4:25 ET","At Seattle","-9","Arizona","43.5","reg"
"2016","16","12/24 8:25 ET","At Houston","-3","Cincinnati","41.5","reg"
"2016","16","12/25 4:30 ET","At Pittsburgh","-5.5","Baltimore","46.5","reg"
"2016","16","12/25 8:30 ET","At Kansas City","-3","Denver","38","reg"
"2016","16","12/26 8:30 ET","At Dallas","-6.5","Detroit","46","reg"
"2015","16","12/24 8:25 ET","At Oakland","-4","San Diego","45.5","reg"
"2015","16","12/26 8:25 ET","At Philadelphia","-3.5","Washington","48.5","reg"
"2015","16","12/27 8:30 ET","At Minnesota","-7","NY Giants","44.5","reg"
"2015","16","12/27 1:00 ET","At Tampa Bay","-3","Chicago","44","reg"
"2015","16","12/27 1:00 ET","Carolina","-7","At Atlanta","46","reg"
"2015","16","12/27 1:00 ET","At Buffalo","-6.5","Dallas","42.5","reg"
"2015","16","12/27 4:05 ET","At New Orleans","-2.5","Jacksonville","53.5","reg"
"2015","16","12/27 1:00 ET","At Detroit","-9","San Francisco","42.5","reg"
"2015","16","12/27 1:00 ET","At Kansas City","-11.5","Cleveland","42.5","reg"
"2015","16","12/27 1:00 ET","At Miami","-2.5","Indianapolis","44","reg"
"2015","16","12/27 1:00 ET","New England","-2.5","At NY Jets","45.5","reg"
"2015","16","12/27 1:00 ET","Houston","-3.5","At Tennessee","39","reg"
"2015","16","12/27 4:25 ET","At Arizona","-6","Green Bay","50.5","reg"
"2015","16","12/27 4:25 ET","At Seattle","-11","St. Louis","42","reg"
"2015","16","12/27 1:00 ET","Pittsburgh","-11.5","At Baltimore","47.5","reg"
"2015","16","12/28 8:30 ET","At Denver","-4","Cincinnati","39","reg"
"2014","16","12/18 8:25 ET","At Jacksonville","-4.5","Tennessee","39","reg"
"2014","16","12/20 8:25 ET","At San Francisco","-1.5","San Diego","40.5","reg"
"2014","16","12/20 4:30 ET","Philadelphia","-7","At Washington","51","reg"
"2014","16","12/21 1:00 ET","At Miami","-4.5","Minnesota","42.5","reg"
"2014","16","12/21 1:00 ET","Green Bay","-11.5","At Tampa Bay","49","reg"
"2014","16","12/21 1:00 ET","Detroit","-10","At Chicago","44.5","reg"
"2014","16","12/21 1:00 ET","At New Orleans","-6","Atlanta","56","reg"
"2014","16","12/21 1:00 ET","New England","-9.5","At NY Jets","47","reg"
"2014","16","12/21 1:00 ET","At Pittsburgh","-2.5","Kansas City","49.5","reg"
"2014","16","12/21 1:00 ET","At Carolina","-6","Cleveland","40","reg"
"2014","16","12/21 1:00 ET","Baltimore","-6.5","At Houston","41.5","reg"
"2014","16","12/21 4:05 ET","At St. Louis","-6.5","NY Giants","43.5","reg"
"2014","16","12/21 4:25 ET","Buffalo","-6.5","At Oakland","41.5","reg"
"2014","16","12/21 4:25 ET","At Dallas","-3.5","Indianapolis","53.5","reg"
"2014","16","12/21 8:30 ET","Seattle","-9.5","At Arizona","36.5","reg"
"2014","16","12/22 8:30 ET","Denver","-3.5","At Cincinnati","47.5","reg"
"2013","16","12/22 1:00 ET","At Buffalo","-1","Miami","42","reg"
"2013","16","12/22 1:00 ET","At Carolina","-3","New Orleans","44.5","reg"
"2013","16","12/22 1:00 ET","Dallas","-3","At Washington","52","reg"
"2013","16","12/22 1:00 ET","At St. Louis","-3.5","Tampa Bay","43","reg"
"2013","16","12/22 8:30 ET","At Philadelphia","-3","Chicago","54","reg"
"2013","16","12/22 1:00 ET","At NY Jets","-2","Cleveland","41.5","reg"
"2013","16","12/22 1:00 ET","At Kansas City","-7.5","Indianapolis","47","reg"
"2013","16","12/22 1:00 ET","At Cincinnati","-7.5","Minnesota","48","reg"
"2013","16","12/22 1:00 ET","Denver","-10","At Houston","54","reg"
"2013","16","12/22 1:00 ET","Tennessee","-4.5","At Jacksonville","44","reg"
"2013","16","12/22 4:05 ET","At Seattle","-9","Arizona","43","reg"
"2013","16","12/22 4:05 ET","At Detroit","-9","NY Giants","47.5","reg"
"2013","16","12/22 4:25 ET","At San Diego","-10","Oakland","50.5","reg"
"2013","16","12/22 4:25 ET","Pittsburgh","-1","At Green Bay","44","reg"
"2013","16","12/22 4:25 ET","New England","-1","At Baltimore","45.5","reg"
"2013","16","12/23 8:40 ET","At San Francisco","-14.5","Atlanta","46.5","reg"
"2012","16","12/22 8:30 ET","Atlanta","-3.5","At Detroit","50","reg"
"2012","16","12/23 1:00 ET","At Green Bay","-10.5","Tennessee","44.5","reg"
"2012","16","12/23 1:00 ET","At Carolina","-9","Oakland","47","reg"
"2012","16","12/23 1:00 ET","At Miami","-4.5","Buffalo","43","reg"
"2012","16","12/23 1:00 ET","At Pittsburgh","-3","Cincinnati","40.5","reg"
"2012","16","12/23 1:00 ET","New England","-14","At Jacksonville","51","reg"
"2012","16","12/23 1:00 ET","Indianapolis","-5","At Kansas City","41.5","reg"
"2012","16","12/23 1:00 ET","At Dallas","-3","New Orleans","54.5","reg"
"2012","16","12/23 1:00 ET","Washington","-4.5","At Philadelphia","46","reg"
"2012","16","12/23 1:00 ET","At Tampa Bay","-3","St. Louis","43.5","reg"
"2012","16","12/23 4:25 ET","NY Giants","-2.5","At Baltimore","47.5","reg"
"2012","16","12/23 1:00 ET","At Houston","-7.5","Minnesota","43","reg"
"2012","16","12/23 4:05 ET","At Denver","-11","Cleveland","44","reg"
"2012","16","12/23 4:25 ET","Chicago","-7","At Arizona","36","reg"
"2012","16","12/23 8:30 ET","At Seattle","-2.5","San Francisco","40.5","reg"
"2012","16","12/23 1:00 ET","At NY Jets","-3","San Diego","37","reg"
"2011","16","12/22 8:25 ET","Houston","-7","At Indianapolis","40.5","reg"
"2011","16","12/24 1:00 ET","At Kansas City","-3","Oakland","43","reg"
"2011","16","12/24 1:00 ET","Denver","-3","At Buffalo","43.5","reg"
"2011","16","12/24 1:00 ET","At Tennessee","-8","Jacksonville","38.5","reg"
"2011","16","12/24 1:00 ET","At Cincinnati","-4","Arizona","41.5","reg"
"2011","16","12/24 1:00 ET","At New England","-7","Miami","49","reg"
"2011","16","12/24 1:00 ET","At Baltimore","-11","Cleveland","38.5","reg"
"2011","16","12/24 1:00 ET","At NY Jets","-2.5","NY Giants","46","reg"
"2011","16","12/24 1:00 ET","At Washington","-6","Minnesota","43","reg"
"2011","16","12/24 1:00 ET","At Carolina","-8","Tampa Bay","48.5","reg"
"2011","16","12/24 1:00 ET","At Pittsburgh","-10","St. Louis","33.5","reg"
"2011","16","12/24 4:05 ET","At Detroit","PK","San Diego","52.5","reg"
"2011","16","12/24 4:15 ET","San Francisco","-2.5","At Seattle","37","reg"
"2011","16","12/24 4:15 ET","Philadelphia","-2.5","At Dallas","49.5","reg"
"2011","16","12/25 8:30 ET","At Green Bay","-13.5","Chicago","41","reg"
"2011","16","12/26 8:35 ET","At New Orleans","-7","Atlanta","53","reg"
